3.4975, 6.3291, 6.322, 
3.4975, 6.3235, 6.4057, 
3.4975, 6.4883, 6.3671, 
3.4975, 6.4067, 6.3369, 
3.4975, 6.3312, 6.4, 6.356, 6.2696, 6.3297, 
3.4975, 6.3623, 6.2998, 
